"countrynum","statenum","route","stateroute","year","aou","stoptotal","speciestotal"
840,63,2,63002,2005,3730,1,2
840,63,2,63002,2005,3870,3,3
840,63,2,63002,2005,3940,6,6
840,63,2,63002,2005,4050,3,3
840,63,2,63002,2005,4090,7,7
840,63,2,63002,2005,4120,1,1
840,63,2,63002,2005,4160,9,12
840,63,2,63002,2005,4200,2,2
840,63,2,63002,2005,4230,9,16
840,63,2,63002,2005,4440,4,5
840,63,2,63002,2005,4520,15,15
840,63,2,63002,2005,4610,2,2
840,63,2,63002,2005,4650,5,6
840,63,2,63002,2005,4770,8,9
840,63,2,63002,2005,4880,11,12
840,63,2,63002,2005,4900,18,34
840,63,2,63002,2005,4930,14,39
840,63,2,63002,2005,4950,5,9
840,63,2,63002,2005,4980,9,46
840,63,2,63002,2005,5010,1,1
840,63,2,63002,2005,5060,13,15
840,63,2,63002,2005,5110,15,25
840,63,2,63002,2005,5130,7,39
840,63,2,63002,2005,5190,1,1
840,63,2,63002,2005,5500,3,5
840,63,2,63002,2005,5600,1,1
840,63,2,63002,2005,5870,13,16
840,63,2,63002,2005,5930,29,41
840,63,2,63002,2005,5970,10,12
840,63,2,63002,2005,5980,18,29
840,63,2,63002,2005,6100,6,7
840,63,2,63002,2005,6110,12,34
840,63,2,63002,2005,6130,12,30
840,63,2,63002,2005,6170,1,1
840,63,2,63002,2005,6240,3,3
840,63,2,63002,2005,6280,2,2
840,63,2,63002,2005,6310,10,14
840,63,2,63002,2005,6370,3,4
840,63,2,63002,2005,6380,2,2
840,63,2,63002,2005,6390,1,1
840,63,2,63002,2005,6480,3,4
840,63,2,63002,2005,6630,3,3
840,63,2,63002,2005,6710,16,18
840,63,2,63002,2005,6730,3,3
840,63,2,63002,2005,6740,8,9
840,63,2,63002,2005,6810,3,3
840,63,2,63002,2005,6830,8,11
840,63,2,63002,2005,6840,1,1
840,63,2,63002,2005,6882,8,14
840,63,2,63002,2005,7030,21,32
840,63,2,63002,2005,7040,3,3
840,63,2,63002,2005,7050,3,4
840,63,2,63002,2005,7180,21,33
840,63,2,63002,2005,7290,3,3
840,63,2,63002,2005,7310,8,10
840,63,2,63002,2005,7360,6,9
840,63,2,63002,2005,7510,12,16
840,63,2,63002,2005,7550,3,3
840,63,2,63002,2005,7610,2,2
840,63,2,63002,2006,510,3,4
840,63,2,63002,2006,580,31,188
840,63,2,63002,2006,650,5,9
840,63,2,63002,2006,690,4,20
840,63,2,63002,2006,740,1,2
840,63,2,63002,2006,800,1,12
840,63,2,63002,2006,1200,2,2
840,63,2,63002,2006,1260,1,4
840,63,2,63002,2006,1840,8,20
840,63,2,63002,2006,1940,1,1
840,63,2,63002,2006,1960,6,10
840,63,2,63002,2006,1970,1,1
840,63,2,63002,2006,1990,2,3
840,63,2,63002,2006,2000,2,2
840,63,2,63002,2006,2001,3,15
840,63,2,63002,2006,2110,3,4
840,63,2,63002,2006,2580,4,11
840,63,2,63002,2006,2730,3,4
840,63,2,63002,2006,2860,2,4
840,63,2,63002,2006,2890,6,8
840,63,2,63002,2006,3160,28,44
840,63,2,63002,2006,3250,5,8
840,63,2,63002,2006,3370,3,3
840,63,2,63002,2006,3640,2,3
840,63,2,63002,2006,3870,12,18
840,63,2,63002,2006,3900,1,1
840,63,2,63002,2006,3930,2,2
840,63,2,63002,2006,3940,7,7
840,63,2,63002,2006,4050,3,3
840,63,2,63002,2006,4090,12,14
840,63,2,63002,2006,4120,5,5
840,63,2,63002,2006,4160,3,4
840,63,2,63002,2006,4200,2,2
840,63,2,63002,2006,4230,4,9
840,63,2,63002,2006,4280,1,1
840,63,2,63002,2006,4440,5,6
840,63,2,63002,2006,4520,17,21
840,63,2,63002,2006,4610,1,1
840,63,2,63002,2006,4650,6,6
840,63,2,63002,2006,4770,13,14
840,63,2,63002,2006,4880,10,14
840,63,2,63002,2006,4900,13,29
840,63,2,63002,2006,4930,7,15
840,63,2,63002,2006,4950,7,8
840,63,2,63002,2006,4980,10,38
840,63,2,63002,2006,5060,8,8
840,63,2,63002,2006,5110,16,52
840,63,2,63002,2006,5130,8,41
840,63,2,63002,2006,5190,2,7
840,63,2,63002,2006,5500,2,4
840,63,2,63002,2006,5600,3,3
840,63,2,63002,2006,5870,8,11
840,63,2,63002,2006,5930,24,31
840,63,2,63002,2006,5970,13,15
840,63,2,63002,2006,5980,15,21
840,63,2,63002,2006,6010,3,3
840,63,2,63002,2006,6100,3,3
840,63,2,63002,2006,6110,9,32
840,63,2,63002,2006,6130,14,35
840,63,2,63002,2006,6170,1,1
840,63,2,63002,2006,6240,4,6
840,63,2,63002,2006,6280,1,1
840,63,2,63002,2006,6310,7,8
840,63,2,63002,2006,6370,12,14
840,63,2,63002,2006,6380,1,1
840,63,2,63002,2006,6480,3,6
840,63,2,63002,2006,6630,3,3
840,63,2,63002,2006,6710,6,6
840,63,2,63002,2006,6730,3,3
840,63,2,63002,2006,6740,7,9
840,63,2,63002,2006,6810,3,3
840,63,2,63002,2006,6830,6,8
840,63,2,63002,2006,6882,7,15
840,63,2,63002,2006,7030,20,31
840,63,2,63002,2006,7050,5,5
840,63,2,63002,2006,7180,18,31
840,63,2,63002,2006,7290,5,9
840,63,2,63002,2006,7310,11,12
840,63,2,63002,2006,7360,10,12
840,63,2,63002,2006,7510,10,15
840,63,2,63002,2006,7550,3,4
840,63,2,63002,2006,7610,3,3
840,63,2,63002,2006,7660,1,1
840,63,2,63002,2007,470,1,1
840,63,2,63002,2007,510,1,1
840,63,2,63002,2007,580,29,189
840,63,2,63002,2007,650,5,14
840,63,2,63002,2007,690,5,8
840,63,2,63002,2007,740,3,7
840,63,2,63002,2007,1200,2,3
840,63,2,63002,2007,1260,2,4
840,63,2,63002,2007,1440,1,1
840,63,2,63002,2007,1720,1,1
840,63,2,63002,2007,1840,4,7
840,63,2,63002,2007,1910,1,1
840,63,2,63002,2007,1960,3,3
840,63,2,63002,2007,1970,1,1
840,63,2,63002,2007,1990,2,2
840,63,2,63002,2007,2000,2,2
840,63,2,63002,2007,2001,5,63
840,63,2,63002,2007,2010,1,1
840,63,2,63002,2007,2110,1,1
840,63,2,63002,2007,2580,4,15
840,63,2,63002,2007,2730,4,5
840,63,2,63002,2007,2860,2,2
840,63,2,63002,2007,2890,3,3
840,63,2,63002,2007,3100,1,3
840,63,2,63002,2007,3160,39,60
840,63,2,63002,2007,3250,7,13
840,63,2,63002,2007,3370,1,1
840,63,2,63002,2007,3390,2,2
840,63,2,63002,2007,3640,3,4
840,63,2,63002,2007,3870,3,5
840,63,2,63002,2007,3940,9,9
840,63,2,63002,2007,4050,4,5
840,63,2,63002,2007,4060,1,1
840,63,2,63002,2007,4090,10,11
840,63,2,63002,2007,4120,3,3
840,63,2,63002,2007,4160,1,1
840,63,2,63002,2007,4200,3,7
840,63,2,63002,2007,4230,7,9
840,63,2,63002,2007,4280,1,1
840,63,2,63002,2007,4440,7,9
840,63,2,63002,2007,4520,16,17
840,63,2,63002,2007,4610,3,3
840,63,2,63002,2007,4650,4,4
840,63,2,63002,2007,4770,14,17
840,63,2,63002,2007,4880,18,19
840,63,2,63002,2007,4900,13,22
840,63,2,63002,2007,4930,11,32
840,63,2,63002,2007,4950,5,12
840,63,2,63002,2007,4980,7,18
840,63,2,63002,2007,5010,2,2
840,63,2,63002,2007,5060,10,10
840,63,2,63002,2007,5110,12,21
840,63,2,63002,2007,5130,10,30
840,63,2,63002,2007,5190,5,11
840,63,2,63002,2007,5500,3,6
840,63,2,63002,2007,5600,4,5
840,63,2,63002,2007,5870,6,9
840,63,2,63002,2007,5930,23,33
840,63,2,63002,2007,5970,14,19
840,63,2,63002,2007,5980,11,19
840,63,2,63002,2007,6010,2,2
840,63,2,63002,2007,6100,7,7
840,63,2,63002,2007,6110,13,36
840,63,2,63002,2007,6130,13,29
840,63,2,63002,2007,6170,3,5
840,63,2,63002,2007,6240,6,8
840,63,2,63002,2007,6280,1,1
840,63,2,63002,2007,6310,9,11
840,63,2,63002,2007,6370,4,4
840,63,2,63002,2007,6380,2,2
840,63,2,63002,2007,6480,3,6
840,63,2,63002,2007,6710,11,14
840,63,2,63002,2007,6730,2,3
840,63,2,63002,2007,6740,6,6
840,63,2,63002,2007,6770,1,1
840,63,2,63002,2007,6810,4,4
840,63,2,63002,2007,6830,9,13
840,63,2,63002,2007,6882,8,27
840,63,2,63002,2007,7030,16,23
840,63,2,63002,2007,7040,2,2
840,63,2,63002,2007,7050,3,3
840,63,2,63002,2007,7180,30,38
840,63,2,63002,2007,7290,5,12
840,63,2,63002,2007,7310,6,6
840,63,2,63002,2007,7360,7,11
840,63,2,63002,2007,7510,13,15
840,63,2,63002,2007,7550,2,2
840,63,2,63002,2007,7610,4,4
840,63,2,63002,2007,7660,7,9
840,63,2,63002,2008,510,2,3
840,63,2,63002,2008,580,33,203
840,63,2,63002,2008,650,5,8
840,63,2,63002,2008,690,5,24
840,63,2,63002,2008,740,1,1
840,63,2,63002,2008,1200,2,6
840,63,2,63002,2008,1260,1,1
840,63,2,63002,2008,1840,6,31
840,63,2,63002,2008,1940,2,2
840,63,2,63002,2008,1960,3,4
840,63,2,63002,2008,1970,1,1
840,63,2,63002,2008,1990,4,5
840,63,2,63002,2008,2000,2,3
840,63,2,63002,2008,2001,6,24
840,63,2,63002,2008,2010,3,3
840,63,2,63002,2008,2110,3,4
840,63,2,63002,2008,2580,3,7
840,63,2,63002,2008,2730,4,4
840,63,2,63002,2008,2860,1,2
840,63,2,63002,2008,2890,8,8
840,63,2,63002,2008,3160,29,46
840,63,2,63002,2008,3250,5,15
840,63,2,63002,2008,3260,1,2
840,63,2,63002,2008,3310,1,1
840,63,2,63002,2008,3370,1,1
840,63,2,63002,2008,3390,1,1
840,63,2,63002,2008,3640,2,2
840,63,2,63002,2008,3730,1,1
840,63,2,63002,2008,3870,8,10
840,63,2,63002,2008,3930,1,1
840,63,2,63002,2008,3940,5,6
840,63,2,63002,2008,4050,1,1
840,63,2,63002,2008,4090,10,11
840,63,2,63002,2008,4120,2,2
840,63,2,63002,2008,4160,3,5
840,63,2,63002,2008,4200,2,2
840,63,2,63002,2008,4230,5,11
840,63,2,63002,2008,4280,1,1
840,63,2,63002,2008,4440,5,6
840,63,2,63002,2008,4520,13,14
840,63,2,63002,2008,4610,4,4
840,63,2,63002,2008,4650,4,5
840,63,2,63002,2008,4770,6,8
840,63,2,63002,2008,4880,13,18
840,63,2,63002,2008,4900,13,18
840,63,2,63002,2008,4930,9,27
840,63,2,63002,2008,4950,9,21
840,63,2,63002,2008,4980,10,23
840,63,2,63002,2008,5010,2,2
840,63,2,63002,2008,5060,10,11
840,63,2,63002,2008,5110,10,14
840,63,2,63002,2008,5130,10,24
840,63,2,63002,2008,5190,2,2
840,63,2,63002,2008,5500,1,1
840,63,2,63002,2008,5600,1,1
840,63,2,63002,2008,5870,5,6
840,63,2,63002,2008,5930,20,24
840,63,2,63002,2008,5970,10,11
